,Kanji,Number (KANJIDIC),Heisig RTK1/3,JIS,KanKen (Jun1=1.5) (Jun2=2.5),strokes,Kana,English
,凡,2600,62,4B5E,4,3,ボン    ハン    およ.そ    おうよ.そ    すべ.て    Name Readings:  なみ    ひろ    みな    ,mediocre 
,凶,571,1490,3627,4,4,キョウ    ,"villain, evil, bad luck, disaster "
,刈,378,1488,3422,4,4,ガイ    カイ    か.る    Name Readings:  かっ    かり    ,"reap, cut, clip, trim, prune "
,到,2068,755,457E,4,8,トウ    いた.る    ,"arrival, proceed, reach, attain, result in "
,刺,1075,417,3B49,4,8,シ    さ.す    さ.さる    さ.し    さし    とげ    ,"thorn, pierce, stab, prick, sting, calling card "
,剣,743,1671,3775,4,10,ケン    つるぎ    ,"sabre, sword, blade, clock hand "
,剤,1002,1730,3A5E,4,10,ザイ    スイ    セイ    かる    けず.る    ,"dose, medicine, drug "
,劣,2904,862,4E74,4,6,レツ    おと.る    ,"inferiority, be inferior to, be worse "
,勧,387,864,342B,4,13,カン    ケン    すす.める    ,"persuade, recommend, advise, encourage, offer "
,匹,2354,1695,4924,4,4,ヒツ    ひき    ,"equal, head, counter for small animals, roll of cloth "
,占,1578,48,406A,4,5,セン    し.める    うらな.う    Name Readings:  うら    しむ    じめ    ,"fortune-telling, divining, forecasting, occupy, hold, have, get, take "
,即,1700,1462,4228,4,7,ソク    つ.く    つ.ける    すなわ.ち    ,"instant, namely, as is, conform, agree, adapt "
,却,519,1395,3551,4,7,キャク    かえ.って    しりぞ.く    しりぞ.ける    ,"instead, on the contrary, rather "
,及,528,688,355A,4,3,キュウ    およ.ぶ    およ.び    および    およ.ぼす    Name Readings:  おい    の    ,"reach out, exert, exercise, cause "
,叫,575,1508,362B,4,6,キョウ    さけ.ぶ    ,"shout, exclaim, yell "
,召,1320,86,3E24,4,5,ショウ    め.す    ,"seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold) "
,吐,2013,151,4547,4,6,ト    は.く    つ.く    ,"spit, vomit, belch, confess, tell (lies) "
,含,438,1588,345E,4,7,ガン    ふく.む    ふく.める    ,"include, bear in mind, understand, cherish "
,吹,1475,467,3F61,4,7,スイ    ふ.く    Name Readings:  ふき    ,"blow, breathe, puff, emit, smoke "
,咲,1013,2018,3A69,4,9,ショウ    さ.く    -ざき    Name Readings:  さ    さき    ,"blossom, bloom "
,唐,2040,1157,4562,4,10,トウ    から    Name Readings:  かろ    たん    ,"T'ang, China "
,嘆,1804,1579,4332,4,13,タン    なげ.く    なげ.かわしい    ,"sigh, lament, moan, grieve "
,噴,2458,1197,4A2E,4,15,フン    ふ.く    ,"erupt, spout, emit, flush out "
,圏,745,1208,3777,4,12,ケン    かこ.い    ,"sphere, circle, radius, range "
,坊,2561,492,4B37,4,7,ボウ    ボッ    ,"boy, priest's residence, priest "
,執,1153,1506,3C39,4,11,シツ    シュウ    と.る    Name Readings:  し    ,"tenacious, take hold, grasp, take to heart "
,堅,746,853,3778,4,12,ケン    かた.い    -がた.い    Name Readings:  きん    ,"strict, hard, solid, tough, tight, reliable "
,堤,1953,390,4469,4,12,テイ    つつみ    ,"dike, bank, embankment "
,塔,2041,254,4563,4,12,トウ    ,"pagoda, tower, steeple "
,壁,2485,1500,4A49,4,16,ヘキ    かべ    ,"wall, lining (stomach), fence "
,壊,273,400,3275,4,16,カイ    エ    こわ.す    こわ.れる    やぶ.る    ,"demolition, break, destroy "
,壱,77,457,306D,4,7,イチ    イツ    ひとつ    Name Readings:  い    かず    ,"I, one "
,奇,457,126,3471,4,8,キ    く.しき    あや.しい    くし    めずら.しい    ,"strange, strangeness, curiousity "
,奥,186,928,317C,4,12,オウ    オク    おく.まる    くま    Name Readings:  お    おお    おん    つ    のく    ,"heart, interior "
,奴,2033,702,455B,4,5,ド    やつ    やっこ    Name Readings:  ぬ    ,"guy, slave, manservant, fellow "
,妙,2647,123,4C2F,4,7,ミョウ    ビョウ    たえ    ,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming "
,姓,1515,1557,402B,4,8,セイ    ショウ    ,surname 
,威,50,364,3052,4,9,イ    おど.す    おど.し    おど.かす    Name Readings:  いさ    たけ    たけし    ,"intimidate, dignity, majesty, menace, threaten "
,娘,2660,1471,4C3C,4,10,ジョウ    むすめ    こ    ,"daughter, girl "
,婚,947,1830,3A27,4,11,コン    ,marriage 
,寂,1196,720,3C64,4,11,ジャク    セキ    さび    さび.しい    さび.れる    さみ.しい    ,"loneliness, quietly, mellow, mature, death of a priest "
,寝,1428,1150,3F32,4,13,シン    ね.る    ね.かす    い.ぬ    みたまや    や.める    ,"lie down, sleep, rest, bed, remain unsold "
,尋,1460,1145,3F52,4,12,ジン    たず.ねる    ひろ    Name Readings:  ず    つぐ    ,"inquire, fathom, look for "
,尽,1462,1071,3F54,4,6,ジン    サン    つ.くす    -つ.くす    -づ.くし    -つ.く    -づ.く    -ず.く    つ.きる    つ.かす    さかづき    ことごと.く    つか    つき    ,"exhaust, use up, run out of, befriend, serve "
,尾,2344,1915,4878,4,7,ビ    お    ,"tail, end, counter for fish, lower slope of mountain "
,屈,658,1060,367E,4,8,クツ    かが.む    かが.める    Name Readings:  くっ    ,"yield, bend, flinch, submit "
,峠,2097,773,463D,4,9,とうげ    ,"mountain peak, mountain pass, climax, crest, (kokuji) "
,峰,2530,1562,4A76,4,10,ホウ    みね    ね    Name Readings:  ぶ    ほ    ,"summit, peak "
,巡,1290,285,3D64,4,5,ジュン    めぐ.る    めぐ.り    ,"patrol, go around, circumference "
,巨,550,856,3570,4,4,キョ    Name Readings:  おお    か    こ    なお    ,"gigantic, big, large, great "
,帽,2563,408,4B39,4,12,ボウ    モウ    ずきん    おお.う    ,"cap, headgear "
,幅,2443,407,497D,4,12,フク    はば    ,"hanging scroll, width "
,幾,462,1381,3476,4,12,キ    いく-    いく.つ    いく.ら    Name Readings:  い    く    ,"how many, how much, how far, how long "
,床,1334,592,3E32,4,7,ショウ    とこ    ゆか    ,"bed, floor, padding, tatami "
,弐,2153,355,4675,4,6,ニ    ジ    ふた.つ    そえ    ,"II, two, second "
,弾,1824,1931,4346,4,12,ダン    タン    ひ.く    -ひ.き    はず.む    たま    はじ.く    はじ.ける    ただ.す    はじ.きゆみ    ,"bullet, twang, flip, snap "
,彩,984,1714,3A4C,4,11,サイ    いろど.る    Name Readings:  あや    さ    さえ    つや    ,"coloring, paint, makeup "
,影,132,1712,3146,4,15,エイ    かげ    ,"shadow, silhouette, phantom "
,彼,2320,883,4860,4,8,ヒ    かれ    かの    か.の    Name Readings:  その    ,"he, that, the "
,征,1516,881,402C,4,8,セイ    Name Readings:  いく    そ    ただ    まさ    ゆき    ,"subjugate, attack the rebellious, collect taxes "
,御,822,1398,3866,4,12,ギョ    ゴ    おん-    お-    み-    Name Readings:  う    ,"honorable, manipulate, govern "
,微,2345,889,4879,4,13,ビ    かす.か    Name Readings:  み    ,"delicate, minuteness, insignificance "
,徴,1887,887,4427,4,14,チョウ    チ    しるし    ,"indications, sign, omen, symptom, collect, seek, refer to, question "
,忙,2565,618,4B3B,4,6,ボウ    モウ    いそが.しい    せわ.しい    おそ.れる    うれえるさま    ,"busy, occupied, restless "
,怒,2034,703,455C,4,9,ド    ヌ    いか.る    おこ.る    ,"angry, be offended "
,怖,2411,623,495D,4,8,フ    ホ    こわ.い    こわ.がる    お.じる    おそ.れる    ,"dreadful, be frightened, fearful "
,恋,2908,1748,4E78,4,10,レン    こ.う    こい    こい.しい    ,"romance, in love, yearn for, miss, darling "
,恐,582,613,3632,4,10,キョウ    おそ.れる    おそ.る    おそ.ろしい    こわ.い    こわ.がる    ,"fear, dread, awe "
,恒,863,620,3931,4,9,コウ    つね    つねに    Name Readings:  のぶ    ひさ    ひさし    ,"constancy, always "
,恥,1835,823,4351,4,10,チ    は.じる    はじ    は.じらう    は.ずかしい    ,"shame, dishonor "
,恵,693,612,3743,4,10,ケイ    エ    めぐ.む    めぐ.み    Name Readings:  あや    け    さと    さとし    しげ    へい    み    やす    ,"favor, blessing, grace, kindness "
,悩,2188,1935,473A,4,10,ノウ    なや.む    なや.ます    なや.ましい    なやみ    ,"trouble, worry, in pain, distress, illness "
,惑,2953,614,4F47,4,12,ワク    まど.う    ,"beguile, delusion, perplexity "
,惨,1054,1721,3B34,4,11,サン    ザン    みじ.め    いた.む    むご.い    ,"wretched, disaster, cruelty, harsh "
,慎,1431,630,3F35,4,13,シン    つつし.む    つつし    つつし.み    Name Readings:  ちか    のり    まこと    みつ    ,"humility, be careful, discrete, prudent "
,慢,2631,829,4B7D,4,14,マン    ,"ridicule, laziness "
,慮,2844,1996,4E38,4,15,リョ    おもんぱく.る    おもんぱか.る    Name Readings:  ぜ    ,"prudence, thought, concern, consider, deliberate, fear "
,憶,205,632,3231,4,16,オク    ,"recollection, think, remember "
,戒,280,676,327C,4,7,カイ    いまし.める    ,commandment 
,戯,496,1994,353A,4,15,ギ    ゲ    たわむ.れる    ざ.れる    じゃ.れる    ,"frolic, play, sport "
,扇,1584,1079,4070,4,10,セン    おうぎ    Name Readings:  おう    おおぎ    ,"fan, folding fan "
,払,2451,738,4A27,4,5,フツ    ヒツ    ホツ    はら.う    -はら.い    -ばら.い    Name Readings:  はらい    ,"pay, clear out, prune, banish, dispose of "
,扱,23,690,3037,4,6,ショウ    あつか.る    あつか.い    あつか.う    ,"handle, entertain, thresh, strip "
,抗,865,648,3933,4,7,コウ    ,"confront, resist, defy, oppose "
,抜,2276,705,4834,4,7,バツ    ハツ    ハイ    ぬ.く    -ぬ.く    ぬ.き    ぬ.ける    ぬ.かす    ぬ.かる    Name Readings:  ぬき    ,"slip out, extract, pull out, pilfer, quote, remove, omit "
,抱,2534,645,4A7A,4,8,ホウ    だ.く    いだ.く    かか.える    Name Readings:  たば    ,"embrace, hug, hold in arms "
,抵,1961,1832,4471,4,8,テイ    ,"resist, reach, touch "
,押,189,1114,3221,4,8,オウ    お.す    お.し-    お.っ-    お.さえる    おさ.える    Name Readings:  おし    おす    おや    ,"push, stop, check, subdue, attach, seize, weight, shove, press, seal, do in spite of "
,拍,2241,652,476F,4,8,ハク    ヒョウ    ,"clap, beat (music) "
,拓,1775,651,4273,4,8,タク    ひら.く    Name Readings:  つ    ひろ    ,"clear (the land), open, break up (land) "
,拠,552,669,3572,4,8,キョ    コ    よ.る    ,"foothold, based on, follow, therefore "
,振,1432,2011,3F36,4,10,シン    ふ.る    ぶ.る    ふ.り    -ぶ.り    ふ.るう    Name Readings:  ふり    ,"shake, wave, wag, swing "
,捕,2509,1836,4A61,4,10,ホ    と.らえる    と.らわれる    と.る    とら.える    とら.われる    つか.まえる    つか.まる    ,"catch, capture "
,掘,659,1061,3721,4,11,クツ    ほ.る    Name Readings:  ぼり    ,"dig, delve, excavate "
,描,2383,670,4941,4,11,ビョウ    えが.く    か.く    ,"sketch, compose, write, draw, paint "
,握,14,1059,302E,4,12,アク    にぎ.る    ,"grip, hold, mould sushi, bribe "
,援,165,1951,3167,4,12,エン    ,"abet, help, save "
,搬,2290,1873,4842,4,13,ハン    ,"conveyor, carry, transport "
,摘,1980,657,4526,4,14,テキ    つ.む    Name Readings:  つむ    ,"pinch, pick, pluck, trim, clip, summarize "
,撃,724,709,3762,4,15,ゲキ    う.つ    ,"beat, attack, defeat, conquer "
,攻,868,330,3936,4,7,コウ    せ.める    Name Readings:  おさむ    ,"aggression, attack "
,敏,2400,459,4952,4,10,ビン    さとい    Name Readings:  さとし    ちょう    とし    び    ,"cleverness, agile, alert "
,敷,2413,1883,495F,4,15,フ    し.く    -し.き    Name Readings:  しき    にゅう    ,"spread, pave, sit, promulgate "
,斜,1176,1662,3C50,4,11,シャ    なな.め    はす    ,"diagonal, slanting, oblique "
,旨,1095,455,3B5D,4,6,シ    むね    うま.い    ,"delicious, relish, show a liking for, purport, will, clever, expert "
,旬,1282,67,3D5C,4,6,ジュン    シュン    ,"decameron, 10day period, season (for specific products "
,是,1511,388,4027,4,9,ゼ    シ    これ    ,"just so, this, right, justice "
,普,2415,1786,4961,4,12,フ    あまね.く    あまねし    Name Readings:  しん    ひろ    ,"universal, wide(ly), generally, Prussia "
,暇,231,1882,324B,4,13,カ    ひま    いとま    ,"spare time, rest, leisure, time, leave of absence "
,暦,2901,213,4E71,4,14,レキ    こよみ    ,"calendar, almanac "
,曇,2130,424,465E,4,16,ドン    くも.る    Name Readings:  ど    ずみ    ,"cloudy weather, cloud up "
,更,871,694,3939,4,7,コウ    さら    さら.に    ふ.ける    ふ.かす    ,"grow late, night watch, sit up late, of course "
,替,1748,842,4258,4,12,タイ    か.える    か.え-    か.わる    Name Readings:  かえ    ,"exchange, spare, substitute, per- "
,朱,1203,221,3C6B,4,6,シュ    あけ    Name Readings:  あ    あか    あき    す    ,"vermilion, cinnabar, scarlet, red, bloody "
,朽,534,1243,3560,4,6,キュウ    く.ちる    Name Readings:  くつ    ,"decay, rot, remain in seclusion "
,杯,2215,1219,4755,4,8,ハイ    さかずき    ,"counter for cupfuls, wine glass, glass, toast "
,枯,799,206,384F,4,9,コ    か.れる    か.らす    ,"wither, die, dry up, be seasoned "
,柄,2477,1021,4A41,4,9,ヘイ    がら    え    つか    Name Readings:  から    ら    ,"design, pattern, build, nature, handle, crank, grip, knob, shaft "
,柔,1254,1226,3D40,4,9,ジュウ    ニュウ    やわ.らか    やわ.らかい    やわ    やわ.ら    Name Readings:  とお    ,"tender, weakness, gentleness, softness "
,桃,2051,236,456D,4,10,トウ    もも    Name Readings:  み    もの    ,peach tree 
,欄,2809,1628,4D73,4,20,ラン    てすり    ,"column, handrail, blank, space "
,歓,407,570,343F,4,15,カン    よろこ.ぶ    Name Readings:  ぶ    ,"delight, joy "
,歳,988,512,3A50,4,13,サイ    セイ    とし    とせ    よわい    ,"year-end, age, occasion, opportunity "
,殖,1413,811,3F23,4,12,ショク    ふ.える    ふ.やす    Name Readings:  うえ    え    げ    ,"augment, increase, multiply, raise "
,殿,2008,1805,4542,4,13,デン    テン    との    -どの    Name Readings:  て    どん    ,"Mr., hall, mansion, palace, temple, lord "
,汗,408,1651,3440,4,6,カン    あせ    ,"sweat, perspire "
,汚,182,1245,3178,4,6,オ    けが.す    けが.れる    けが.らわしい    よご.す    よご.れる    きたな.い    ,"dirty, pollute, disgrace, rape, defile "
,沈,1912,1888,4440,4,7,チン    ジン    しず.む    しず.める    Name Readings:  しん    ,"sink, be submerged, subside, be depressed, aloes "
,沖,201,138,322D,4,7,チュウ    おき    おきつ    ちゅう.する    わく    ,"open sea, offing, rise high into sky "
,沢,1776,1072,4274,4,7,タク    さわ    うるお.い    うるお.す    つや    Name Readings:  おも    さ    さわん    わさ    ,swamp 
,沼,1350,137,3E42,4,8,ショウ    ぬま    ,"marsh, lake, bog, swamp, pond "
,況,587,145,3637,4,8,キョウ    まし.て    いわ.んや    おもむき    ,"condition, situation "
,泊,2243,147,4771,4,8,ハク    と.まる    と.める    Name Readings:  とまり    はつ    ,"overnight, put up at, ride at anchor, 3-day stay "
,浜,2395,1332,494D,4,10,ヒン    はま    ,"seacoast, beach, seashore "
,浮,2416,730,4962,4,10,フ    う.く    う.かれる    う.かぶ    む    う.かべる    Name Readings:  うき    ,"floating, float, rise to surface "
,浸,1437,1149,3F3B,4,10,シン    ひた.す    ひた.る    ,"immersed, soak, dip, steep, moisten, wet, dunk "
,涙,2882,1082,4E5E,4,10,ルイ    レイ    なみだ    ,"tears, sympathy "
,淡,1810,164,4338,4,11,タン    あわ.い    ,"thin, faint, pale, fleeting "
,添,2000,634,453A,4,11,テン    そ.える    そ.う    も.える    も.う    Name Readings:  そえ    ぞい    ,"annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate "
